citekey,fig_no,form,plot_type,has_defect,"hand-picked or k-of-N example, rule unstated",n or counts not shown,"axis broken, truncated or pinned",axes not comparable across panels,bar or mean standing in for a distribution,"no dispersion, error bar, CI or test",pooled where per-system was needed,two measures on one axis,claim with no quantitative panel,oracle-selected model displayed,failures not shown beside successes,other / uncategorised,hides
lee2025seqassoc,7B,PLOT,bar (horizontal),1,0,0,0,0,0,0,0,0,0,0,0,1,"**Yes.** The largest category is ""unknown"" — precisely the group the authors say is most likely to be wrong (""some predictions presented here may be incorrect, particularly those of proteins with unknown function"", p9) — and the panel carries no uncertainty, no tier-1/tier-2 split (the confidence ra"
lee2025seqassoc,7C,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,"**Yes.** These are the paper's prospective results and there is **no quantitative panel** for them: no TM-score (none is possible), no coevolution score, no Rosetta energy value; plDDT appears only as inequalities in the caption ("">70"", "">80"", "">66 excluding disordered ends"") and the models are not "
lee2026confornets,1,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
lee2026confornets,2A,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,"x-axis truncated at 4 Å, so the curves are cut before they converge; only Ours-**dist** is drawn, Ours-coord is omitted without saying so"
lee2026confornets,2B,MATRIX,heatmap (2D density),1,0,0,0,0,0,0,0,0,0,0,0,1,landscape is explicitly not calibrated (stated p6) yet is drawn with free-energy units and a colourbar; n of samples behind the density not shown on the panel
lee2026confornets,2C,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"shows only the **best** of 800 samples per state (RMSD 1.54 Å, 0.91 Å), against a benchmark success rate of ~51%"
lee2026confornets,3A,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,only Ours-**coord** shown here while 2A shows only Ours-dist — the better arm is silently selected per figure
lee2026confornets,3B,MATRIX,heatmap (2D density),1,0,1,0,0,0,0,0,0,0,0,0,0,uncalibrated landscape drawn in energy units; sample n not shown
lee2026confornets,3B-render,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,the ligand is drawn into both panels although **no ligand was given to the model** in the main protocol (p13) — the reader can mistake this for ligand-conditioned prediction
lee2026confornets,4A-B,MATRIX,heatmap (2D density),1,1,0,0,0,0,0,0,0,0,0,0,0,"n = 2 receptors chosen to illustrate two narratives (""never samples"" and ""arbitrary probability""); no aggregate landscape over the 51-receptor benchmark is shown, so the reader cannot tell how typical these are"
lee2026confornets,4A-B-render,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
lee2026confornets,5A-B,RENDER,structure render,1,1,0,0,0,0,0,0,0,1,0,0,0,"two hand-picked successes (TM6 RMSD 0.9 Å, global 0.8 Å) illustrating a claim whose benchmark values are 79% and 57% success@5; no quantitative panel accompanies the ""generalizes to structurally dissimilar proteins"" title claim — that evidence is in Fig. A5b, p20"
lee2026confornets,6A-B,PLOT,bar,1,0,0,0,0,1,1,1,0,0,0,0,0,"bars carry no error bars although success@5 is bootstrapped elsewhere; several bars sit at the 1.0 ceiling in both panels; the ""Avg"" bar pools 19 heterogeneous targets into one bar with no distribution shown; the 9 kinases without resolved A-loop flips are not distinguished from the 11 that have the"
lee2026confornets,6-render,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
lee2026confornets,A1,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"AF3 curve carries no uncertainty band at all (single seed) while OF3p does — the two are visually comparable but statistically are not; the caption discloses this, the panels do not"
lee2026confornets,A2,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
lee2026confornets,A3,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
lee2026confornets,A4,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
lee2026confornets,A5A,PLOT,scatter,1,0,0,0,0,0,1,0,0,0,0,0,0,ρ = 0.19 for kinases is reported without a p-value while the companion panel marks non-significance explicitly — significance is stated inconsistently between A5a and A5b
lee2026confornets,A5B,PLOT,scatter,0,0,0,0,0,0,0,0,0,0,0,0,0,
lee2026confornets,A6A,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,n behind each box is never stated
lee2026confornets,A6B,PLOT,scatter,0,0,0,0,0,0,0,0,0,0,0,0,0,
lee2026confornets,A7A-B,MATRIX,heatmap,1,0,0,0,1,0,0,0,0,1,0,0,0,"the W and W−I rows use different colour ranges per regime (±1.0 / ±0.04 vs ±1.0 / ±0.1), so diversity and transfer panels cannot be compared by eye"
lee2026confornets,A7C,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,y-scales differ between the diversity (±0.025) and transfer (±0.05) panels
lee2026confornets,A8,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,transfer is drawn as a flat dashed line with no step axis of its own — a 300-step run compared to a 20-step run on a 20-step axis
lee2026confornets,A9,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"single hand-picked interpretable example, selected because it is easy to interpret (stated p25)"
lee2026confornets,A10,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,1,0,0,0,"no colour scale shared across stages is stated; the ""pattern... gradually emerges and sharpens with depth"" claim (p25) is made by eye with no quantitative panel"
lee2026confornets,A11,MATRIX,heatmap,1,1,0,0,0,0,0,0,0,0,0,0,0,as A10; 2 of 128 channels are shown with no statement of how they were chosen
lee2026foldswitch,1A-D,RENDER,structure render,1,0,1,0,0,0,0,0,0,0,0,0,0,"Caption does not say whether the rendered coordinates are experimental or predicted, yet the colour key asserts a prediction status. No PDB IDs. No n."
lee2026foldswitch,2A-B (renders),RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,No PDB IDs given
lee2026foldswitch,2A-B (contact maps),MATRIX,heatmap / contact map,1,0,0,0,0,0,0,0,0,1,0,0,0,"Sequence length and residue-number ticks not legible/stated; no quantitative summary (e.g. fraction of contacts shared) accompanies the visual claim that the maps are ""largely similar"" vs ""very different"""
lee2026foldswitch,3A-B,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"**Representative-selection is unstated.** Each B sub-image is 1 of 100 structures from its cluster, and neither caption nor text says how that one was chosen (best TM? median? illustrative?). This is the one-of-many case exactly."
lee2026foldswitch,3C-F,PLOT,box (with overlaid strip of points),0,0,0,0,0,0,0,0,0,0,0,0,0,"*(blank — this figure does not hide its result; n is stated, points are shown, the threshold is drawn.)* Note only that the threshold values themselves are never given numerically in text, and the y-axis stops at 0.8 rather than 1.0."
lee2026foldswitch,4A-B (renders),RENDER,structure render,1,1,1,0,0,1,0,0,0,1,0,0,0,"**A success/failure claim with no quantitative panel at all.** The figure asserts a predictive taxonomy (""AlphaFold sometimes succeeds"" / ""AlphaFold likely fails"") using five hand-picked exemplars, with no rates, no n, no distribution, and no criterion for assigning a new case to a category."
lee2026foldswitch,4A-B (contact maps),MATRIX,heatmap / contact map,1,0,0,0,0,0,0,0,0,1,0,0,0,"No residue-number tick values; no quantitative contact-overlap statistic to back ""essentially the same residue-residue contacts"" (p. 12) vs ""very different contact patterns"" (p. 11)"
lewis2025bioemu,1A-F,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,—
lewis2025bioemu,2A-C(cov),PLOT,line,1,0,1,0,0,0,0,0,0,0,0,0,0,"**Curves ceiling at 1.0 within every panel's plotted range** for domain motion, cryptic holo and both local-unfolding arms, so pretrained and fine-tuned are indistinguishable over the right half of each axis — cross-reference `metric_saturation`. No confidence band and no n printed on the panels."
lewis2025bioemu,"2A,C(fes)",MATRIX,heatmap,1,0,0,1,0,0,0,0,0,0,0,0,0,"Colour scale is truncated at the top (contour outline marks the 4 kcal/mol = 0.1% boundary), so the tail beyond the resolution floor is not shown; no colourbar units on several panels"
lewis2025bioemu,2B(fes),PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,"Free energy is visually clipped at the shaded 4 kcal/mol ceiling (the 0.1%-of-10k resolution floor), which hides how badly an unsampled state is missed"
lewis2025bioemu,2A-C(rend),RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Number of overlaid samples is never given** — the caption says only that examples are ""using BioEmu"", so a render showing a close match could be 1 of 10,000. This is the classic best-sample-render case; the quantitative answer is in the coverage panels, not here"
lewis2025bioemu,3A-B(rend),RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"Representative-structure selection rule is not stated (which of 10,000 samples is drawn)"
lewis2025bioemu,3A-B(fes),MATRIX,heatmap,1,0,0,1,0,0,0,0,0,0,0,0,0,"Colour scale is capped at 6.0 kcal/mol on every panel, and the clamp at pi = 10⁻⁴ (p32) means an entirely unsampled macrostate renders identically to a merely rare one"
lewis2025bioemu,3A-B(ss),PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"No error band on either the MD or model propensity, so agreement cannot be judged against sampling noise"
lewis2025bioemu,3A(ii),PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Log axis spans ~5 decades, which is the honest scale for the claim but visually compresses the 30× spread *within* the BioEmu series"
lewis2025bioemu,3A(iii)+3B(ii),PLOT,scatter (Cleveland-style),1,0,0,0,0,0,0,1,0,0,0,0,0,"The per-protein numeric values exist only as plotted points — the SI carries no table for them (see `si_in_scope`); the ""mean"" column pools proteins of very different difficulty"
lewis2025bioemu,3B(iii),PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Three points define each trend line** and no uncertainty is shown, yet the monotonic-improvement claim on p8 and the ""path forward at genomic scale"" claim on p2 both lean on it"
lewis2025bioemu,3C,PLOT,line + structure render,1,0,1,0,0,0,0,0,0,0,0,0,0,"The MD arms are explicitly non-converged (""most likely not converged"", p8) but are plotted with the same visual weight as the model, and no n or error band is shown for any arm"
lewis2025bioemu,3D,PLOT,scatter + histogram + structure render,1,0,0,0,0,0,1,0,0,0,0,0,0,"The BioEmu cloud is visibly narrower than the MD cloud — the under-dispersion the text concedes (""similar albeit less flexible"", p8) — but no dispersion statistic is given, so the gap can only be eyeballed"
lewis2025bioemu,4A,PLOT,scatter,1,0,1,0,0,0,0,0,0,0,0,0,0,**n is not stated for either split** — the single most reusable comparator table in the paper rests on an unreported sample size; heavy overplotting in the dense central region
lewis2025bioemu,4B,PLOT,box/interval,1,1,0,0,0,0,0,0,0,0,0,0,0,"**9 of 26 benchmark proteins are shown and the selection rule is not stated** — the claim ""Our model consistently samples these proteins in their folded states with a fraction of native contacts always exceeding the 0.65 threshold"" (p9) covers all 26, the figure evidences 9"
lewis2025bioemu,4C,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,The two mis-called IDPs conceded in the text (p9) are not marked or identified in the panel
lewis2025bioemu,4D(rend),RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,Number of samples behind each render not stated
lewis2025bioemu,4D(prop),PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"Shaded band shown without a stated definition (SD, SEM or percentile is not given in the caption)"
lewis2025bioemu,"S1,S2,S4",MATRIX,heatmap + structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,"Dashed success thresholds (3 Å in S1/S2, 1.5 Å in S4) are drawn but colour scales are per-panel and unlabelled, so panels are not comparable to each other by eye"
lewis2025bioemu,S3,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,"Free energy clipped at the resolution ceiling as in Fig. 2B; the unfolded-state reference is by construction absent, so only the folded endpoint is anchored"
lewis2025bioemu,"S5A,S6A",PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"**AFCluster is sampled at a different and much smaller budget than the other methods** (p31) while sharing an axis with them, and the panels carry no confidence bands; the caption, to its credit, states the generalisation caveat explicitly"
lewis2025bioemu,"S5B-C,S6B-C",PLOT,scatter,1,0,0,0,0,0,0,0,0,0,1,0,0,"The independent axis is the **pretrained** model, not BioEmu proper, while the coverage column beside it plots both — so the head-to-head panels understate the released model; the measure itself is k-recall, the mean of the best 0.1% of samples chosen against the held reference (`oracle_leakage` rou"
lewis2025bioemu,"S7,S8",MATRIX,heatmap + line + structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"Pretrained column is present in S7 but dropped in S8, so the ablation is not carried through both datasets; per-panel colour scales again differ"
li2026embedding,1A,PLOT,line,1,0,0,0,0,0,0,0,0,1,0,0,0,"**No numeric scale on either axis** in any strip — no density tick values, no x tick values beyond the annotated points. Legitimate for an illustration, but the ""ill-conditioned sampling landscape"" claim it is cited for (p1, p2) has no quantitative panel anywhere in the paper"
li2026embedding,1B,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,*(blank)*
li2026embedding,2A,PLOT,line,1,1,0,0,0,0,0,0,0,1,0,0,0,"**y-axis carries no numeric scale and no tick values**, so the amplitude of DPS's oscillation relative to the total reward range cannot be read. **n = 1 system of 24** and the caption says only ""Representative""; the generalisation ""We observe this stability across test systems"" (p7) has no panel. No"
li2026embedding,2B,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,"**n is not printed anywhere on the figure**; it has to be reconstructed from ""3 random seeds"" (p6) and the benchmark size (p6). The left panel's measure **ceilings at 20** (see `metric_saturation`), which the box rendering makes look like a tight distribution rather than a saturated one"
li2026embedding,3A,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,"*(blank — cc is printed on every panel, so the render is quantified)*"
li2026embedding,3B (left),PLOT,scatter,1,0,1,0,0,0,0,0,0,0,0,0,0,"Every dot is a **best-over-sweep** value (p8), so the panel shows an upper envelope, not typical behaviour; the sweep width is not indicated per point. Bin membership counts are not shown"
li2026embedding,3B (right),PLOT,scatter,1,0,1,0,0,0,0,0,0,0,0,0,0,"**The y-axis is asymmetric (−0.4 to +0.2)**, which enlarges the region favouring EmbedOpt relative to the region favouring DPS; the zero line is therefore not centred. No count of systems on each side of zero is given, though ""the majority of systems"" is claimed in the caption"
li2026embedding,3C,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,"n not printed on the figure. The α axis is log-spaced but the eight levels are unevenly sampled (a gap between 0.020 and 0.10), which flattens the shape of DPS's efficacy window"
li2026embedding,4,PLOT,scatter (strip/dot),1,0,0,0,1,0,0,0,0,0,0,0,0,"**DPS is absent from the main-text figure** despite being the paper's primary conceptual comparator — it appears only in Fig 10 (p24), i.e. the panel that carries the headline ""5/6"" claim omits the same-model baseline. Each panel uses its own y-range and none starts at a shared origin (CC mask start"
li2026embedding,5,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,"*(blank — cc printed on all 12 prediction panels, and the gallery deliberately includes the two adverse cases)*"
li2026embedding,6,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,"**No cc or MolProbity value is printed on any panel**, so the most visually decisive figure in the paper about DPS's failure carries no number; the quantitative version lives in Tables 1–2 (p19) and Fig 7 (p23)"
li2026embedding,7,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,Structures that Phenix **cannot validate at all** are necessarily absent from the boxes — 61.3% of the DPS high-LR arm before relaxation (p19) — so the DPS boxes at α ≥ 0.5 are computed on the surviving minority and **understate** the failure. That exclusion is stated in the appendix text but not on
li2026embedding,8A,PLOT,scatter,1,0,0,1,0,0,0,0,0,0,0,0,0,"The measure is **at its ceiling of 20 for most points in both panels** (the paper says so, p23), so the panel cannot separate the methods — it exists to show that it cannot. Both panels' y-axes are truncated to the top of the range (~17–20 visible), which magnifies the few sub-ceiling points"
li2026embedding,8B,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,n not printed. The constraints-passed panel is again **ceiling-limited at 20**; the total-distance-violation panel is the only unsaturated view of the same data and is the middle panel rather than the lead
li2026embedding,9,PLOT,line,1,0,0,1,1,0,0,0,0,1,0,0,0,"**Each panel sets its own y-range** (CC mask tops out at 0.8, 0.6, 0.6, 0.5, 0.5 and 0.5 across the six columns; MolProbity at 5, 5, 4, 3, 5, 5), so the six targets cannot be compared by eye and the apparent size of each method's advantage varies with the column. The prior is a flat line with no ban"
li2026embedding,10,PLOT,scatter (strip/dot),1,0,0,0,0,0,0,0,0,0,0,0,1,"This is the complete version of Fig 4 and is relegated to the appendix, so the **main-text figure is the one missing the same-model DPS baseline**, not this one. Panels again use independent y-ranges. Five overlapping series in one x-slot makes per-method medians hard to separate at this size"
li2026embedding,11,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"**The x-axis runs from 1.0 down to 0.0**, i.e. reversed relative to the usual reading, so the collapse appears on the right where a reader expects the full-information end. Per-panel y-ranges differ (MolProbity tops at 3.0, 4.5 and 3.5 across the three rows). n = 3 at the two endpoint depths vs 9 el"
li2026embedding,12,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"The displayed model is the **median-CC seed** of 5 (a selection rule, stated in the caption), and **DPS is shown at its best per-system learning rate while EmbedOpt is fixed at α = 0.1** (caption, p28) — a defensible handicap on the authors' own method, but it makes the panels non-matched"
li2026embedding,13,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"as Fig 12 (median-CC seed selection; DPS at per-system best α, EmbedOpt fixed)"
liu2026ensembletests,1A,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
liu2026ensembletests,1B-C,PLOT,scatter on density,1,0,0,0,0,0,0,0,0,0,0,0,1,"Panel c has no colour series (order destroyed), so the two panels are not colour-comparable; density scale unlabelled"
liu2026ensembletests,1D,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"The fourth layer's invariance — arguably as important as L2's, since it shows geometric admissibility is also order-blind — is given only as legend text with no line"
liu2026ensembletests,2,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
liu2026ensembletests,T1,MATRIX,table,0,0,0,0,0,0,0,0,0,0,0,0,0,
liu2026ensembletests,3A,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"The four unordered models are placed on a rail *outside* the plotting plane with no vertical position, which is honest (their post-gate is NA) but makes them visually incomparable; the legend has to state ""distances in this plane are descriptive and do not define a composite performance metric"""
liu2026ensembletests,3B,PLOT,bar,1,0,0,1,0,0,0,0,0,0,0,0,0,"Three of five models show ""NR"" in place of a bar, so the panel is 40% populated; y-axis is truncated at 0.6 in each sub-panel, cutting off nothing observed but making the printed values do the work"
liu2026ensembletests,4A,PLOT,line + point,1,0,0,0,0,0,1,0,0,0,0,0,0,"Only two x-positions, so the connecting lines imply a trend across a nominal 2-level variable; the two anchors are dashed lines without error bars"
liu2026ensembletests,4B,PLOT,dot plot with range,0,0,0,0,0,0,0,0,0,0,0,0,0,
liu2026ensembletests,4C,PLOT,slope plot,1,0,0,0,0,0,0,0,0,0,0,0,1,"Lines join three non-ordinal categories, implying a progression that does not exist"
liu2026ensembletests,4D,PLOT,paired dot / dumbbell,1,0,0,0,0,0,0,0,1,0,0,0,0,"Four different units share one horizontal layout with no axis at all; the ""verdict"" row is categorical (NR → reportable) plotted in the same visual grammar as counts"
liu2026ensembletests,5A-B,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"Panel b's L4 column is text beside the bars rather than a second encoded measure, so the reader cannot compare it visually; peptide and protein panels use different observables (heavy-atom distances vs Cα) on a shared axis label"
liu2026ensembletests,5C,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"The i.i.d.-temporal bars are replaced by the words ""fails diagnostic"", so the single most important comparison in the paper's specificity control has no drawn quantity — the zero is a label, not a mark"
liu2026ensembletests,ED1A+D,PLOT,stacked bar / bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"BioKinema's auxiliary distributions were never recorded, leaving a hole labelled ""not recorded"" in b–d"
liu2026ensembletests,ED1B,PLOT,strip + summary,1,0,0,0,0,0,0,0,0,0,0,0,1,Log x-axis without gridlines; BioKinema row empty
liu2026ensembletests,ED1C,PLOT,strip + summary,1,0,0,0,0,0,0,0,0,0,0,0,1,BioKinema row empty
liu2026ensembletests,ED2,PLOT,strip / point cloud,1,0,0,0,0,0,0,0,0,0,0,0,1,"Native output intervals differ between columns, so the columns are not on a common temporal resolution — stated in the legend but not encoded"
liu2026ensembletests,ED3A,PLOT,slope plot,1,0,0,0,0,0,0,0,0,0,0,0,1,Paired CIs are printed as text next to the lines rather than drawn
liu2026ensembletests,ED3B,PLOT,dot plot with CI,0,0,0,0,0,0,0,0,0,0,0,0,0,
liu2026ensembletests,ED3C,PLOT,stacked bar,0,0,0,0,0,0,0,0,0,0,0,0,0,
liu2026ensembletests,ED4A,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,Nine overplotted lines with five legend entries; individual model traces are not separable in the middle of the range
liu2026ensembletests,ED4B+D,PLOT,bar,1,0,0,1,0,0,0,0,0,0,0,0,0,"Panel d's axis is zoomed to 0.94–1.00, which magnifies a Δ of 0.012 into a visually large difference — the truncation is labelled ""zoomed"" but not broken-axis marked"
liu2026ensembletests,ED4C,PLOT,dot plot with CI,0,0,0,0,0,0,0,0,0,0,0,0,0,
liu2026ensembletests,ED5A,PLOT,dot plot with range,1,0,0,0,0,0,0,0,0,0,0,0,1,"Layer 2 is drawn as a single square because it is exactly invariant — correct, but a reader cannot tell an exact invariance from an unreported range"
liu2026ensembletests,ED5B,PLOT,scatter with error bars,0,0,0,0,0,0,0,0,0,0,0,0,0,
liu2026ensembletests,ED6,PLOT,stacked bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"Per-cell n behind each bar is not shown, so a 36% SATURATED share on one row and another are not weight-comparable; percentages ""rounded and may sum to 100 ± 1"""
liu2026ensembletests,ED7A,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
liu2026ensembletests,ED7B-C,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,"**Panel b's y-axis runs 0.96–1.00 while panel c's runs 0.4–0.9** — the invariance and the response are shown on incomparable, truncated scales, which visually equalises a flat 0.990 line with a 0.2-wide swing"
liu2026ensembletests,EDT1,MATRIX,table,1,0,0,0,0,0,0,0,0,0,0,0,1,"Every cell is the authors' own reading of someone else's paper, justified only in Supplementary Note 1, which is not in the held PDF — the priority claim rests on an unverifiable table"
lu2026twostages,1A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,1B,PLOT,line (filled area),1,0,0,1,0,0,0,0,0,0,0,0,0,n per block never shown; no error band on any curve despite these being proportions over a few thousand cases; y-axis top is clipped just above the peak so the ESMFold sequence peak is at the frame edge
lu2026twostages,2,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,3,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,4A,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,n per curve not annotated on the figure
lu2026twostages,4B,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"Each pathway is normalized *within itself* across the trunk (p5), so the two curves are not on a comparable scale and their crossing point carries no meaning — the normalization is stated in the text but not on the axis"
lu2026twostages,4C,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,5A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,5B,PLOT,line (filled area),1,0,1,0,0,0,0,0,0,0,0,0,0,"No error band, despite p31 claiming 95% CIs for Fig 5c only; per-block n not shown"
lu2026twostages,5C,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,6A,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,"y-axis starts at 0.4, not at the 0.5 chance line, so blocks performing at chance are not visually identifiable as such"
lu2026twostages,6B,MATRIX,heatmap,1,1,0,0,0,0,0,0,0,0,0,0,0,Single hand-picked protein at a single hand-picked block; no quantification of how typical it is (6A carries that)
lu2026twostages,6C,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,6D,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,Which protein is shown is not stated; no reference structure for comparison
lu2026twostages,7A,PLOT,line (points+line),0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,7B,PLOT,line (filled area),1,0,1,0,0,0,0,0,0,0,0,0,0,"No n, no error band"
lu2026twostages,7C,SCHEMATIC,schematic,1,0,0,0,0,0,0,0,0,0,0,0,1,"The distance sub-matrices are illustrative, not measured data, but are drawn with a quantitative Å colourbar"
lu2026twostages,8A,MATRIX,heatmap,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,8B,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,y-axis floored at 0 while the shuffled whitened-Procrustes R² is reported in App M.1 as ≈ −1 (p26) — the control curve is therefore clipped to the axis bottom and its true depth is invisible here
lu2026twostages,8C,PLOT,line (filled area),1,0,1,0,0,0,0,0,0,0,0,0,0,No n or error band on rates that peak at only 10–22%
lu2026twostages,9,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,10,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,11,PLOT,line,1,0,1,0,0,0,1,0,0,0,0,0,0,"Subset size never stated; no error bars. The panel shows medium and long proteins still refining at 4 recycles, yet recycling is disabled for targets up to 400 residues"
lu2026twostages,12,PLOT,bar,1,0,1,0,0,1,1,0,0,0,0,0,0,"Bars over what are certainly heterogeneous per-case distributions, with no n, no CI, and no distribution shown — the single clearest example in this paper of a bar hiding a distribution"
lu2026twostages,13,PLOT,line (filled area),1,0,1,0,0,0,0,0,0,0,0,0,0,No n or error band
lu2026twostages,14A,PLOT,line (filled area),0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,14B,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,14C,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,Same within-pathway normalization issue as 4B
lu2026twostages,14D,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,15,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,AUC near 1.0 for most of every trunk — the curve is at ceiling and carries no block-resolved information after block ~10
lu2026twostages,16A-B,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,Chance level for a balanced-accuracy probe is 0.5 but no chance line is drawn
lu2026twostages,17,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,n per condition never given; the saturating plateau means the reported α = 3σ operating point is off the right-hand end of this axis and cannot be located on it
lu2026twostages,18,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"One hand-picked protein; no reference or unsteered overlay, so the reader cannot judge how much of the change is the intervention"
lu2026twostages,19A,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,y-axes start at 0.4/0.5 and differ between panels; the 0.5 chance line is not marked
lu2026twostages,19B,MATRIX,heatmap,1,1,0,0,0,0,0,0,0,0,0,0,0,"One hand-picked protein and block per model; colourbar ranges differ across panels, so the three maps are not directly comparable"
lu2026twostages,19C,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"y-axis ranges differ per panel (ESMFold ~−15→+5, OpenFold ~−15→+5, Boltz-1 ~−15→+2.5), so the ""OpenFold largest, Boltz-1 smallest"" claim cannot be read off the panels without checking axes"
lu2026twostages,21,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,1,0,0,0,Purely qualitative; head specialisation is asserted from these maps with no quantitative summary
lu2026twostages,22,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,0,0,0,1,as above
lu2026twostages,23,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
lu2026twostages,24A,MATRIX,heatmap,0,0,0,0,0,0,0,0,0,0,0,0,0,
