item,experiment,arm,receptor_set,enumeration,receptor_slug,receptor_uniprot,receptor_organism,receptor_cluster,chain_a_source,chain_a_sha256,chain_b_construct,n_shared_draws,registry_matches,chain_b_family_rule,cognate_evidence_class,supplied_partner_family,supplied_partner_subtype,reference_tip_subtype,supplied_partner_independence,cognate_vs_reference_agree,tier,chain_b_len,chain_b_len_family_dependent,chain_b_sha256,chain_c,n_chains,partner_msa,receptor_msa,ligand,backbones,n_pooled,n_percell,predictions_pooled,predictions_percell,note
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,EDNRA,P25101,Homo sapiens (Human),001_002_007,seqrec_trimmed.fasta:21-427,f5b3a7b91e0cb481da55e11b67275421263466d38c5a30cb4a26ca049a919c9b,R0_apo,1,1,-,n/a,Gq/11,Gq,CHIMERIC -- no canonical subtype,"NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference, and that reference is CHIMERIC",n/a,EXTENSION-chimeric-reference,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,GRPR,P30550,Homo sapiens (Human),001_002_003,seqrec_trimmed.fasta:1-384,65221c4df869b7962744a9424e56af2329253da769121e160384ea87f7d59624,R0_apo,1,1,-,n/a,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,HRH1,P35367,Homo sapiens (Human),001_001_005,seqrec_trimmed.fasta:1-487,9112bbed27c42f31d518060045f8f075e25408811ec7af9d1b9bb91c91cbd1d2,R0_apo,1,1,-,n/a,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,OX2R,O43614,Homo sapiens (Human),001_002_023,seqrec_trimmed.fasta:3-444,d4fe73c09b89f6ddc735a10998fbc9a5f4184d5bf096dd537d52c77573a5d9af,R0_apo,1,1,-,n/a,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,OXYR,P30559,Homo sapiens (Human),001_002_032,seqrec_trimmed.fasta:1-389,944327688ddc36d8b989373bb6a0330e71536f5f04ee5c813d3ea54643da9293,R0_apo,1,1,-,n/a,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,TA2R,P21731,Homo sapiens (Human),001_004_008,seqrec_trimmed.fasta:1-343,b21f1f7568d77ddb23a172b8a3bb4da575c8edeb865254dd2e0a84618bf90080,R0_apo,1,1,-,n/a,Gq/11,Gq,CHIMERIC -- no canonical subtype,"NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference, and that reference is CHIMERIC",n/a,EXTENSION-chimeric-reference,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,5HT2A,P28223,Homo sapiens (Human),001_001_001,seqrec_trimmed.fasta:19-471,6a863bfc1d508097c10fadac723369b377d32e4aa95dffe494a9d1bdec073e82,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,5HT2C,P28335,Homo sapiens (Human),001_001_001,seqrec_trimmed.fasta:33-458,58213627cdd495558d771a652f8c3c2a3eedb2a24a466d68b846c61a58db6829,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,"NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference, and that reference is CHIMERIC",n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,ADA1A,P35348,Homo sapiens (Human),001_001_003,seqrec_trimmed.fasta:1-442,7a7ac0d79fae033ee367db9dc4c01d75448630d973994dad387aab43f485f4b0,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,DRD4,P21917,Homo sapiens (Human),001_001_004,seqrec_trimmed.fasta:1-419,9a2657fa53c2073146e48e443489559cdbfc220b161c20897cb3ba8a6b9c2fd6,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gi1 | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gi/o,Gi1,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,EDNRA,P25101,Homo sapiens (Human),001_002_007,seqrec_trimmed.fasta:21-427,f5b3a7b91e0cb481da55e11b67275421263466d38c5a30cb4a26ca049a919c9b,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,"NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference, and that reference is CHIMERIC",n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,GRPR,P30550,Homo sapiens (Human),001_002_003,seqrec_trimmed.fasta:1-384,65221c4df869b7962744a9424e56af2329253da769121e160384ea87f7d59624,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,HRH1,P35367,Homo sapiens (Human),001_001_005,seqrec_trimmed.fasta:1-487,9112bbed27c42f31d518060045f8f075e25408811ec7af9d1b9bb91c91cbd1d2,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,OX2R,O43614,Homo sapiens (Human),001_002_023,seqrec_trimmed.fasta:3-444,d4fe73c09b89f6ddc735a10998fbc9a5f4184d5bf096dd537d52c77573a5d9af,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,OXYR,P30559,Homo sapiens (Human),001_002_032,seqrec_trimmed.fasta:1-389,944327688ddc36d8b989373bb6a0330e71536f5f04ee5c813d3ea54643da9293,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,TA2R,P21731,Homo sapiens (Human),001_004_008,seqrec_trimmed.fasta:1-343,b21f1f7568d77ddb23a172b8a3bb4da575c8edeb865254dd2e0a84618bf90080,R3_ct21,1,20,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,"NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference, and that reference is CHIMERIC",n/a,EXTENSION-chimeric-reference,21,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,5HT2A,P28223,Homo sapiens (Human),001_001_001,seqrec_trimmed.fasta:19-471,6a863bfc1d508097c10fadac723369b377d32e4aa95dffe494a9d1bdec073e82,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,5HT2C,P28335,Homo sapiens (Human),001_001_001,seqrec_trimmed.fasta:33-458,58213627cdd495558d771a652f8c3c2a3eedb2a24a466d68b846c61a58db6829,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,"NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference, and that reference is CHIMERIC",n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,ADA1A,P35348,Homo sapiens (Human),001_001_003,seqrec_trimmed.fasta:1-442,7a7ac0d79fae033ee367db9dc4c01d75448630d973994dad387aab43f485f4b0,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,DRD4,P21917,Homo sapiens (Human),001_001_004,seqrec_trimmed.fasta:1-419,9a2657fa53c2073146e48e443489559cdbfc220b161c20897cb3ba8a6b9c2fd6,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gi1 | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gi/o,Gi1,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,EDNRA,P25101,Homo sapiens (Human),001_002_007,seqrec_trimmed.fasta:21-427,f5b3a7b91e0cb481da55e11b67275421263466d38c5a30cb4a26ca049a919c9b,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,"NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference, and that reference is CHIMERIC",n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,GRPR,P30550,Homo sapiens (Human),001_002_003,seqrec_trimmed.fasta:1-384,65221c4df869b7962744a9424e56af2329253da769121e160384ea87f7d59624,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,HRH1,P35367,Homo sapiens (Human),001_001_005,seqrec_trimmed.fasta:1-487,9112bbed27c42f31d518060045f8f075e25408811ec7af9d1b9bb91c91cbd1d2,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,OX2R,O43614,Homo sapiens (Human),001_002_023,seqrec_trimmed.fasta:3-444,d4fe73c09b89f6ddc735a10998fbc9a5f4184d5bf096dd537d52c77573a5d9af,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,OXYR,P30559,Homo sapiens (Human),001_002_032,seqrec_trimmed.fasta:1-389,944327688ddc36d8b989373bb6a0330e71536f5f04ee5c813d3ea54643da9293,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,annotation only -- independent of the structure,n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G20(extension),E1.1,chimeric_ref_extension,EXT_CHIMERA(provisional),per_receptor,TA2R,P21731,Homo sapiens (Human),001_004_008,seqrec_trimmed.fasta:1-343,b21f1f7568d77ddb23a172b8a3bb4da575c8edeb865254dd2e0a84618bf90080,R7_full,1,17,PENDING:PI-DECISION (CHIMERA_SPLIT: tip=Gq | scaffold=Gs | deposited tip),CHIMERA_SPLIT,Gq/11,Gq,CHIMERIC -- no canonical subtype,"NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference, and that reference is CHIMERIC",n/a,EXTENSION-chimeric-reference,350-394,yes,PENDING:PI-DECISION,-,2,off,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,"DECISION 1: ineligible for the primary panel because the deposited active reference carries an engineered alpha5 tip 8 of 21 residues from canonical Gq at the title's rung -- a systematic construct mismatch at exactly the residues under study. Fully specified and dispatchable here, read against G19's matched control, never pooled with the primary panel"
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,5HT1B,P28222,Homo sapiens (Human),001_001_001,seqrec_trimmed.fasta:1-390,0bc8c4af6f71c06551d42d9e55f83b97dcc2d26f51beb15e8c7e1cf1607d5db7,R0_apo,1,1,-,n/a,Gi/o,Go,Go,annotation only -- independent of the structure,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,ACM1,P11229,Homo sapiens (Human),001_001_002,seqrec_trimmed.fasta:1-460,a9d70e6dd79a9d6d5fef6772b08efb426eba56ffbc49737c550220e71c521746,R0_apo,1,1,-,n/a,Gq/11,Gq,Gq,annotation only -- independent of the structure,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,ACM2,P08172,Homo sapiens (Human),001_001_002,seqrec_trimmed.fasta:1-466,18e4fe4189d4300e2c85dc966249934aacd3dc3e351a62364a698aa32cefc59a,R0_apo,1,1,-,n/a,Gi/o,Go,Go,annotation only -- independent of the structure,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,ADA2A,P08913,Homo sapiens (Human),001_001_003,seqrec_trimmed.fasta:1-465,0153dbebb226a1e5b5f70a1ca9add9fc132e086045e02ee6797b928c3f08547d,R0_apo,1,1,-,n/a,Gi/o,Go,Go,annotation only -- independent of the structure,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,ADRB2,P07550,Homo sapiens (Human),001_001_003,seqrec_trimmed.fasta:1-413,9abd88979dbbdef02b63e021dea98ae14cb976caa27c39878da46f99f3182fe5,R0_apo,1,1,-,n/a,Gs,Gs,Gs,annotation only -- independent of the structure,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,CCR5,P51681,Homo sapiens (Human),001_003_002,seqrec_trimmed.fasta:1-352,7474668859b42bd1928b660b8e0f3588621456c10ad704453a6877db09d44e85,R0_apo,1,1,-,n/a,Gi/o,Gi1,Gi1,annotation only -- independent of the structure,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,CCR6,P51684,Homo sapiens (Human),001_003_002,seqrec_trimmed.fasta:1-374,b706a0519a8fe544c22e82de1ad7fb5c8582a584f0140b1080323299f16d727c,R0_apo,1,1,-,n/a,Gi/o,Go,Go,NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,CCR8,P51685,Homo sapiens (Human),001_003_002,seqrec_trimmed.fasta:1-355,5cd8cb49bc5ec7071c501092cf8c0857d3ea53ce9bec9cb06c103a5d4c88e961,R0_apo,1,1,-,n/a,Gi/o,Gi1,Gi1,annotation only -- independent of the structure,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,CNR1,P21554,Homo sapiens (Human),001_004_005,seqrec_trimmed.fasta:62-472,ec6475daeb38ed8e41ae5e53e481528f0bf8f92b9e9d9c7fe38a4729ac7e3079,R0_apo,1,1,-,n/a,Gi/o,Gi1,Gi1,NOT INDEPENDENT: the coupling recommendation was taken from the deposited reference,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
G2,E1.1,wide_replication,C1_REST(provisional),per_receptor,CXCR2,P25025,Homo sapiens (Human),001_003_002,seqrec_trimmed.fasta:1-360,613b62553ee1c01672bb0d7d7977679aa6dc74e730c63cf4daba77360d79c435,R0_apo,1,1,-,n/a,Gi/o,Gi1,Gi1,annotation only -- independent of the structure,yes,EXTENSION-census,0,no,-,-,1,n/a,on (default),none,boltz2|openfold3|protenix|chai1,10,10,40,40,the other 32 C1 census receptors at three rungs
