experiment_slug_or_cluster,receptor,receptor_class,backbone,partner_type,n,n_pass,pass_rate,n_active,n_inactive,n_borderline,frac_active,median_d_tm6,median_d_npxxy,median_plddt_at_anchors
task3b_boltz,SSR3_HUMAN,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,15.35,14.16,88.77
task3b_boltz,SSR5_HUMAN,A,boltz,apo,5,5,100.0%,0,0,0,0.00,9.12,19.47,90.88
task3b_boltz,SSR5_HUMAN,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,15.46,14.35,85.63
task3b_boltz,SUCR1_HUMAN,A,boltz,apo,5,5,100.0%,0,0,0,0.00,9.12,18.69,86.50
task3b_boltz,SUCR1_HUMAN,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,13.74,18.61,91.81
task3b_boltz,TAA7F_MOUSE,A,boltz,apo,5,5,100.0%,0,0,0,0.00,14.83,13.83,81.41
task3b_boltz,TAA7F_MOUSE,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,17.75,13.97,94.82
task3b_boltz,TAAR1_HUMAN,A,boltz,apo,5,5,100.0%,0,0,0,0.00,11.40,17.27,84.55
task3b_boltz,TAAR1_HUMAN,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,17.78,15.94,90.51
task3b_boltz,TAAR1_MOUSE,A,boltz,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_boltz,TAAR1_MOUSE,A,boltz,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_boltz,XCR1_HUMAN,A,boltz,apo,5,5,100.0%,0,0,0,0.00,9.17,19.14,92.57
task3b_boltz,XCR1_HUMAN,A,boltz,cognate_ga,5,5,100.0%,0,0,0,0.00,14.57,14.05,94.36
task3b_chai,AA3R,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.14,17.83,89.90
task3b_chai,AA3R,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,15.90,14.37,81.16
task3b_chai,ADA1A,A,chai,apo,5,5,100.0%,0,3,0,0.00,15.27,13.91,80.18
task3b_chai,ADA1A,A,chai,cognate_ga,5,5,100.0%,0,3,0,0.00,18.89,13.90,85.98
task3b_chai,BRS3_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,7.65,18.62,83.33
task3b_chai,BRS3_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,13.92,15.75,86.85
task3b_chai,CCR8,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.76,19.63,77.06
task3b_chai,CCR8,A,chai,cognate_ga,5,5,100.0%,5,0,0,1.00,14.36,14.01,86.32
task3b_chai,CML2_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,11.28,18.61,76.60
task3b_chai,CML2_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,15.02,14.51,76.30
task3b_chai,CXCR1,A,chai,apo,5,5,100.0%,0,0,0,0.00,10.53,19.31,79.12
task3b_chai,CXCR1,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.23,14.13,90.50
task3b_chai,CXCR3,A,chai,apo,5,5,100.0%,0,0,0,0.00,10.68,19.15,76.39
task3b_chai,CXCR3,A,chai,cognate_ga,5,5,100.0%,5,0,0,1.00,13.82,13.96,88.23
task3b_chai,DRD5,A,chai,apo,5,5,100.0%,0,0,0,0.00,14.84,14.32,75.31
task3b_chai,DRD5,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,18.62,14.00,86.35
task3b_chai,FFAR2_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,13.68,16.56,82.46
task3b_chai,FFAR2_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.10,16.76,85.48
task3b_chai,GP101_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,16.55,14.63,77.53
task3b_chai,GP101_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,18.36,13.73,84.93
task3b_chai,GP132_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,13.38,14.33,83.70
task3b_chai,GP132_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,15.37,13.42,91.94
task3b_chai,GPER1_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,9.46,18.49,73.53
task3b_chai,GPER1_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.56,13.61,84.47
task3b_chai,GPR12_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,9.91,16.17,77.28
task3b_chai,GPR12_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,17.99,14.86,84.24
task3b_chai,GPR15_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.69,19.04,82.24
task3b_chai,GPR15_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,15.28,16.97,86.79
task3b_chai,GPR34_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,14.90,18.18,82.35
task3b_chai,GPR34_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.51,17.07,90.80
task3b_chai,GPR3_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,15.35,15.60,81.12
task3b_chai,GPR3_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,17.77,14.97,86.08
task3b_chai,GPR55_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,12.45,16.34,88.39
task3b_chai,GPR55_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,13.74,14.44,89.42
task3b_chai,GPR84_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,9.80,18.20,76.54
task3b_chai,GPR84_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,15.18,13.59,81.13
task3b_chai,HCAR3_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,11.89,16.83,87.14
task3b_chai,HCAR3_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,12.36,16.87,89.28
task3b_chai,HRH4,A,chai,apo,5,5,100.0%,0,0,0,0.00,9.53,15.15,80.56
task3b_chai,HRH4,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,16.60,13.97,85.47
task3b_chai,KISSR_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,14.32,13.72,72.54
task3b_chai,KISSR_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.20,14.23,88.10
task3b_chai,MC3R_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.28,17.90,75.06
task3b_chai,MC3R_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,17.80,14.39,81.42
task3b_chai,MC5R_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,7.76,17.84,75.87
task3b_chai,MC5R_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,17.50,15.45,81.81
task3b_chai,MCHR1,A,chai,apo,5,5,100.0%,3,1,1,0.60,13.87,15.54,77.23
task3b_chai,MCHR1,A,chai,cognate_ga,5,5,100.0%,5,0,0,1.00,14.81,13.19,86.94
task3b_chai,MCHR2_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,14.80,17.04,81.01
task3b_chai,MCHR2_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,15.77,17.18,89.75
task3b_chai,NK3R,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.86,17.90,84.78
task3b_chai,NK3R,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,12.77,16.85,85.60
task3b_chai,NMBR_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,7.47,19.55,85.20
task3b_chai,NMBR_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.70,16.56,84.23
task3b_chai,OPSR_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,14.08,13.04,74.21
task3b_chai,OPSR_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.64,13.54,85.69
task3b_chai,P2Y10_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,9.07,18.47,80.50
task3b_chai,P2Y10_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,12.67,17.92,78.35
task3b_chai,PF2R_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.31,21.61,84.17
task3b_chai,PF2R_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,12.80,18.31,87.28
task3b_chai,PI2R_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.45,23.20,74.01
task3b_chai,PI2R_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,13.46,18.39,79.78
task3b_chai,PRLHR_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,10.83,18.08,84.80
task3b_chai,PRLHR_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.26,16.25,79.19
task3b_chai,QRFPR_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,9.40,18.20,83.60
task3b_chai,QRFPR_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,13.22,15.15,84.69
task3b_chai,SSR1_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.32,19.39,83.62
task3b_chai,SSR1_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.27,17.16,79.01
task3b_chai,SSR3_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.50,19.81,83.14
task3b_chai,SSR3_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.84,17.03,74.62
task3b_chai,SSR5_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,8.77,19.46,87.09
task3b_chai,SSR5_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,8.83,20.13,84.63
task3b_chai,SUCR1_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,10.24,18.45,87.41
task3b_chai,SUCR1_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,13.37,18.96,82.32
task3b_chai,TAA7F_MOUSE,A,chai,apo,5,5,100.0%,0,0,0,0.00,16.54,13.56,83.36
task3b_chai,TAA7F_MOUSE,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,17.55,14.03,90.04
task3b_chai,TAAR1_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,11.52,15.04,72.32
task3b_chai,TAAR1_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,18.03,14.00,87.59
task3b_chai,TAAR1_MOUSE,A,chai,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_chai,TAAR1_MOUSE,A,chai,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_chai,XCR1_HUMAN,A,chai,apo,5,5,100.0%,0,0,0,0.00,10.45,19.46,77.47
task3b_chai,XCR1_HUMAN,A,chai,cognate_ga,5,5,100.0%,0,0,0,0.00,14.97,13.98,87.50
task3b_of3,,,of3,cognate_ga,160,155,96.9%,0,0,0,0.00,15.21,14.85,85.05
task3b_of3,5HT1B,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.84,16.97,65.97
task3b_of3,5HT1B,A,of3,cognate_ga,5,5,100.0%,0,0,5,0.00,17.71,13.86,87.98
task3b_of3,5HT1B,A,of3,shuffled_ga,5,5,100.0%,0,0,5,0.00,17.70,14.17,87.53
task3b_of3,5HT2A,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.85,18.17,67.92
task3b_of3,5HT2A,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,12.83,15.55,85.34
task3b_of3,5HT2A,A,of3,shuffled_ga,5,5,100.0%,0,0,0,0.00,13.24,15.60,73.05
task3b_of3,5HT2C,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.74,17.80,67.35
task3b_of3,5HT2C,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.02,15.31,84.11
task3b_of3,5HT2C,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.03,15.31,84.09
task3b_of3,AA1R,A,of3,apo,5,5,100.0%,3,2,0,0.60,15.79,14.02,75.31
task3b_of3,AA1R,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,16.24,14.07,87.77
task3b_of3,AA1R,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.24,14.07,87.80
task3b_of3,AA2AR,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.43,17.92,75.34
task3b_of3,AA2AR,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,17.98,16.42,85.13
task3b_of3,AA2AR,A,of3,shuffled_ga,5,5,100.0%,0,0,0,0.00,17.62,16.20,81.78
task3b_of3,AA3R,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.30,17.70,76.32
task3b_of3,AA3R,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,16.51,17.38,76.99
task3b_of3,ACM2,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.89,17.56,65.29
task3b_of3,ACM2,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.66,13.94,90.82
task3b_of3,ACM2,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.68,13.95,90.70
task3b_of3,ACM3,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.81,17.84,75.02
task3b_of3,ACM3,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,14.99,14.53,81.82
task3b_of3,ACM3,A,of3,shuffled_ga,5,5,100.0%,0,0,0,0.00,17.33,13.62,84.16
task3b_of3,ACM4,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.13,17.95,71.33
task3b_of3,ACM4,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.35,13.73,86.49
task3b_of3,ACM4,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.64,14.14,84.90
task3b_of3,ADA1A,A,of3,apo,5,5,100.0%,0,0,0,0.00,6.96,18.02,72.71
task3b_of3,ADA1A,A,of3,cognate_ga,10,10,100.0%,0,9,0,0.00,17.87,14.03,82.15
task3b_of3,ADA1A,A,of3,shuffled_ga,5,5,100.0%,0,5,0,0.00,16.78,13.64,81.22
task3b_of3,ADA2A,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.33,18.43,74.59
task3b_of3,ADA2A,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,17.61,14.01,86.00
task3b_of3,ADA2A,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,17.61,14.01,86.02
task3b_of3,ADRB1,A,of3,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,ADRB1,A,of3,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,ADRB1,A,of3,shuffled_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,ADRB2,A,of3,apo,5,5,100.0%,2,1,2,0.40,14.34,15.42,70.83
task3b_of3,ADRB2,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,19.25,14.56,85.39
task3b_of3,ADRB2,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.52,14.61,85.22
task3b_of3,CCKAR,A,of3,apo,5,5,100.0%,5,0,0,1.00,13.67,13.96,78.81
task3b_of3,CCKAR,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.09,14.31,86.02
task3b_of3,CCR2,A,of3,apo,5,5,100.0%,5,0,0,1.00,14.62,17.05,68.85
task3b_of3,CCR2,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.28,14.49,92.28
task3b_of3,CCR2,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.60,14.86,85.30
task3b_of3,CCR5,A,of3,apo,5,5,100.0%,5,0,0,1.00,14.57,17.24,67.87
task3b_of3,CCR5,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.25,14.19,86.77
task3b_of3,CCR5,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.24,14.18,86.78
task3b_of3,CCR6,A,of3,apo,5,5,100.0%,3,0,0,0.60,13.96,17.61,66.33
task3b_of3,CCR6,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.56,14.10,87.68
task3b_of3,CCR6,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.38,14.16,78.71
task3b_of3,CCR8,A,of3,apo,10,10,100.0%,8,0,0,0.80,14.84,17.79,68.12
task3b_of3,CCR8,A,of3,cognate_ga,10,10,100.0%,10,0,0,1.00,14.15,13.88,87.95
task3b_of3,CCR8,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.98,13.82,80.45
task3b_of3,CML2_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,13.58,18.39,66.82
task3b_of3,CNR1,A,of3,apo,5,5,100.0%,3,0,2,0.60,12.90,13.59,71.13
task3b_of3,CNR1,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.26,12.74,86.00
task3b_of3,CNR1,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.35,13.51,86.96
task3b_of3,CXCR1,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.95,19.07,65.86
task3b_of3,CXCR1,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,14.17,14.00,87.59
task3b_of3,CXCR3,A,of3,apo,10,10,100.0%,2,0,0,0.20,10.99,19.04,65.59
task3b_of3,CXCR3,A,of3,cognate_ga,10,10,100.0%,10,0,0,1.00,14.72,13.67,84.21
task3b_of3,CXCR3,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.82,13.60,84.30
task3b_of3,CXCR4,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.59,19.73,69.12
task3b_of3,CXCR4,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.75,14.03,84.97
task3b_of3,CXCR4,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.74,14.03,84.97
task3b_of3,DRD2,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.20,19.01,75.51
task3b_of3,DRD2,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.39,14.80,77.77
task3b_of3,DRD2,A,of3,shuffled_ga,5,5,100.0%,4,1,0,0.80,15.70,15.10,79.00
task3b_of3,DRD4,A,of3,apo,5,5,100.0%,0,4,0,0.00,9.66,18.53,70.80
task3b_of3,DRD4,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,15.96,19.15,68.96
task3b_of3,DRD4,A,of3,shuffled_ga,5,5,100.0%,0,0,0,0.00,15.94,19.28,69.07
task3b_of3,DRD5,A,of3,apo,5,5,100.0%,0,0,0,0.00,14.76,18.06,65.67
task3b_of3,DRD5,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,18.08,14.36,87.96
task3b_of3,EDNRA,A,of3,apo,5,5,100.0%,0,5,0,0.00,7.71,19.02,72.08
task3b_of3,EDNRA,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.67,17.55,68.49
task3b_of3,EDNRA,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.79,16.76,79.11
task3b_of3,EDNRB,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.14,18.56,71.23
task3b_of3,EDNRB,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.59,16.87,87.56
task3b_of3,EDNRB,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.44,16.82,86.12
task3b_of3,FFAR2_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,13.47,16.62,76.58
task3b_of3,FSHR,A,of3,apo,5,5,100.0%,1,4,0,0.20,9.22,15.83,69.76
task3b_of3,FSHR,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,17.07,14.82,89.48
task3b_of3,FSHR,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,17.31,14.49,86.45
task3b_of3,GHSR,A,of3,apo,5,5,100.0%,1,4,0,0.20,9.51,16.88,68.27
task3b_of3,GHSR,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.12,14.60,90.01
task3b_of3,GHSR,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.27,14.16,86.87
task3b_of3,GP101_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,16.88,16.28,62.63
task3b_of3,GP132_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,13.49,16.74,69.47
task3b_of3,GPER1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.36,19.50,63.73
task3b_of3,GPR12_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.80,17.51,66.54
task3b_of3,GPR15_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,13.68,17.28,69.03
task3b_of3,GPR34_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,13.42,16.22,69.27
task3b_of3,GPR3_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.49,17.42,65.90
task3b_of3,GPR55_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,12.61,16.76,75.29
task3b_of3,GPR6,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.31,17.11,69.01
task3b_of3,GPR6,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,17.57,14.73,87.29
task3b_of3,GPR6,A,of3,shuffled_ga,5,5,100.0%,0,0,0,0.00,15.59,15.12,81.78
task3b_of3,GPR84_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.55,18.31,71.98
task3b_of3,HCAR3_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,11.69,17.07,73.02
task3b_of3,HRH1,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.65,18.10,77.32
task3b_of3,HRH1,A,of3,cognate_ga,5,5,100.0%,4,0,1,0.80,16.77,17.43,68.67
task3b_of3,HRH1,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.04,14.15,83.56
task3b_of3,HRH2,A,of3,apo,5,5,100.0%,0,4,0,0.00,9.21,17.58,73.90
task3b_of3,HRH2,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,18.12,13.58,86.90
task3b_of3,HRH2,A,of3,shuffled_ga,5,5,100.0%,0,0,0,0.00,16.95,13.52,83.46
task3b_of3,HRH3,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.02,17.74,77.34
task3b_of3,HRH3,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.17,18.43,78.92
task3b_of3,HRH3,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.71,13.29,81.37
task3b_of3,HRH4,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.96,17.69,68.51
task3b_of3,HRH4,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,13.90,17.74,70.50
task3b_of3,KISSR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,12.88,18.38,64.54
task3b_of3,LSHR,A,of3,apo,5,5,100.0%,5,0,0,1.00,17.36,14.17,81.76
task3b_of3,LSHR,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,17.03,14.57,89.22
task3b_of3,LSHR,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,17.07,14.41,87.68
task3b_of3,MC3R_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.18,18.73,64.24
task3b_of3,MC5R_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.80,18.66,64.81
task3b_of3,MCHR1,A,of3,apo,10,10,100.0%,3,7,0,0.30,9.27,18.27,70.90
task3b_of3,MCHR1,A,of3,cognate_ga,10,10,100.0%,10,0,0,1.00,14.43,16.26,85.93
task3b_of3,MCHR1,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.54,16.20,86.02
task3b_of3,MCHR2_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,14.16,17.12,63.13
task3b_of3,MTR1A,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.15,18.01,69.20
task3b_of3,MTR1A,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,18.80,14.44,82.37
task3b_of3,MTR1A,A,of3,shuffled_ga,5,5,100.0%,0,0,0,0.00,18.79,14.44,82.37
task3b_of3,NK1R,A,of3,apo,5,5,100.0%,1,0,0,0.20,9.26,17.57,72.01
task3b_of3,NK1R,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.27,16.77,86.91
task3b_of3,NK1R,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.27,16.77,86.81
task3b_of3,NK3R,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.00,17.85,74.97
task3b_of3,NK3R,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,13.05,17.71,83.38
task3b_of3,NMBR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.52,18.90,72.82
task3b_of3,NPY2R,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.15,17.90,71.21
task3b_of3,NPY2R,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.87,14.24,87.94
task3b_of3,NPY2R,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.87,14.24,87.93
task3b_of3,NTR1,A,of3,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,NTR1,A,of3,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,NTR1,A,of3,shuffled_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,OPRK,A,of3,apo,5,5,100.0%,2,3,0,0.40,8.44,18.76,68.21
task3b_of3,OPRK,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,14.75,14.63,90.95
task3b_of3,OPRK,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.69,14.86,84.28
task3b_of3,OPRM,A,of3,apo,5,5,100.0%,0,2,0,0.00,13.31,14.82,67.88
task3b_of3,OPRM,A,of3,cognate_ga,5,5,100.0%,0,0,0,0.00,14.93,14.06,92.77
task3b_of3,OPRM,A,of3,shuffled_ga,5,5,100.0%,0,0,0,0.00,15.21,13.97,85.99
task3b_of3,OPSD,A,of3,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,OPSD,A,of3,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,OPSD,A,of3,shuffled_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,OPSR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,13.84,14.25,72.41
task3b_of3,OX2R,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.06,17.43,72.66
task3b_of3,OX2R,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,13.57,14.01,89.25
task3b_of3,OX2R,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.85,13.91,85.81
task3b_of3,OXYR,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.76,18.30,67.75
task3b_of3,OXYR,A,of3,cognate_ga,5,5,100.0%,4,0,1,0.80,14.57,14.86,79.35
task3b_of3,OXYR,A,of3,shuffled_ga,5,5,100.0%,4,0,1,0.80,14.59,14.85,79.36
task3b_of3,P2Y10_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.88,17.59,69.21
task3b_of3,PD2R2,A,of3,apo,5,5,100.0%,0,5,0,0.00,11.83,18.78,70.53
task3b_of3,PD2R2,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,16.13,17.88,69.17
task3b_of3,PD2R2,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.76,16.98,67.01
